CNPJ,ProtocoloId2,Bairro (1),Situação,Data da Emissão,Grau de Risco,Principal Atividade,Item,"CNAE
(Especializado)",Descrição da Atividade,Risco Sanitário (RS),SEGMENTO DA ATIVIDADE ECONÔMICA,SUBGRUPO,Classificação Manual,Bairro (2),IDH,label_licenciados,Atividades
33594434000116.0,5219.0,Centro,Aguardando Solicitação,?,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Sul,Canaã,Baixo,Não Licenciados,"{4772-5/00,9602-5/01}"
33595291000167.0,5221.0,Centro,Aguardando Solicitação,?,Baixo Risco,5620104.0,171.0,562010400.0,"Fornecimento de alimentos preparados
preponderantemente para consumo domiciliar",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{5620-1/04,1091-1/02}"
33623779000150.0,5222.0,Centro,Aguardando Solicitação,?,Alto Risco,4774100.0,142.0,477410000.0,Comércio varejista de artigos de óptica,Baixo Risco B,PRODUTOS,PPS,Sul,Canaã,Baixo,Não Licenciados,"{4774-1/00,8630-5/03,8650-0/05,8650-0/06,8599-6/04,8630-5/02,8640-2/05,7740-3/00.01,8660-7/00.01,8650-0/04,8299-7/99.99}"
20318123000182.0,5223.0,Cidade de Deus,Aguardando Solicitação,?,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Norte,Canaã,Baixo,Não Licenciados,"{4772-5/00,4618-4/01,4613-3/00,4618-4/02,4761-0/03,4744-0/01}"
12997085000103.0,5224.0,Colônia Santo Antônio,Emitido,2020-04-23 00:00:00,Alto Risco,4771701.0,137.0,477170100.0,"Comércio varejista de produtos farmacêuticos, sem
manipulação de fórmulas",Alto Risco,PRODUTOS,MEDICAMENTOS,Oeste,Canaã,Baixo,Licenciados,{4771-7/01}
9133801000108.0,14980.0,Ponta Negra,Emitido Sob Inspeção,2021-01-03 00:00:00,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Licenciados,"{5611-2/01.03,5611-2/04}"
33626824000120.0,5227.0,Cidade Nova,Aguardando Solicitação,?,Baixo Risco,8650001.0,224.0,865000100.0,Atividades de enfermagem,Risco Condicionado,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Norte,Canaã,Baixo,Não Licenciados,"{8650-0/01,8650-0/99.99}"
27285117000115.0,5228.0,Cidade Nova,Emitido Sob Inspeção,2020-09-29 00:00:00,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4729-6/99,4712-1/00,1091-1/02,5620-1/02,4721-1/02}"
30443213000159.0,10460.0,Tarumã,Emitido Automaticamente,2020-06-13 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Licenciados,"{4712-1/00,4721-1/02}"
9256342000141.0,11511.0,Parque Dez de Novembro,Emitido Sob Inspeção,2020-06-08 00:00:00,Baixo Risco,5620102.0,169.0,562010200.0,"Serviços de alimentação para eventos e recepções -
bufê",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,{5620-1/02}
10668636000160.0,13591.0,Adrianópolis,Indeferido,?,Alto Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,"{8630-5/03,8640-2/10,8640-2/11}"
7434378000142.0,5232.0,Sao Jose,Emitido Automaticamente,2020-06-04 00:00:00,Baixo Risco,4724500.0,134.0,472450000.0,Comércio varejista de hortifrutigranjeiros,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,{4724-5/00}
13350311000122.0,12895.0,Adrianópolis,Emitido Sob Inspeção,2020-08-10 00:00:00,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Licenciados,"{8630-5/03,8630-5/99,8650-0/03.01}"
13043156000100.0,5234.0,Adrianópolis,Indeferido,?,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4723-7/00,4721-1/03,4721-1/02}"
15779418000116.0,5235.0,Santo Antônio,Indeferido,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4712-1/00,5620-1/04,4721-1/03}"
33631815000128.0,5236.0,Sao Geraldo,Emitido,2019-07-08 00:00:00,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{5611-2/01.01,5611-2/03,5620-1/02,5620-1/03}"
30888962000190.0,5238.0,Adrianópolis,Aguardando Solicitação,?,Alto Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4723-7/00,8230-0/01.02,6920-6/02.02,5620-1/04,5611-2/03,8211-3/00,6920-6/02.01,8230-0/01.01,5620-1/01,8121-4/00,7020-4/00.02,8230-0/02,5611-2/01.02,7020-4/00.01,7020-4/00.04,5620-1/02,5620-1/03,7020-4/00.03,6920-6/01,7020-4/00.05}"
3838437000197.0,14363.0,Distrito Industrial,Emitido,2021-07-04 00:00:00,Alto Risco,4631100.0,90.0,463110000.0,Comércio atacadista de leite e laticínios,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{4631-1/00,4930-2/01.99,4632-0/03,4729-6/99,4634-6/01,4634-6/02,4930-2/02.04,4724-5/00,4634-6/03,4634-6/99,4721-1/03,4639-7/01,4633-8/01,4722-9/01,4632-0/01}"
10788819000119.0,5242.0,Crespo,Emitido,2020-05-29 00:00:00,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{4721-1/04,1093-7/02,1093-7/01,8592-9/99}"
16658123000154.0,5243.0,Flores,Aguardando Solicitação,?,Alto Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4723-7/00,4772-5/00,4789-0/99.05,4729-6/99,4712-1/00,4789-0/99.06,4789-0/99.99,5620-1/04,5611-2/03,4755-5/02,5620-1/01,4721-1/03,5611-2/01.02,4789-0/99.04,4721-1/02}"
34521427000157.0,11874.0,Adrianópolis,Emitido,2020-10-12 00:00:00,Alto Risco,5620104.0,171.0,562010400.0,"Fornecimento de alimentos preparados
preponderantemente para consumo domiciliar",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{5620-1/04,5611-2/03,5620-1/01,5611-2/01.02,5620-1/02,5620-1/03}"
20699350000103.0,5247.0,Adrianópolis,Emitido,2019-09-24 00:00:00,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{5611-2/01.03,5611-2/03}"
4366858000125.0,5249.0,Chapada,Emitido,2019-06-23 00:00:00,Alto Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Canaã,Baixo,Licenciados,"{8630-5/03,8640-2/07,8630-5/02}"
3612282000176.0,10474.0,Centro,Emitido Sob Inspeção,2020-06-15 00:00:00,Baixo Risco,5510801.0,153.0,551080101.0,Hotéis,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Sul,Canaã,Baixo,Licenciados,{5510-8/01.01}
33642239000114.0,5253.0,Centro,Aguardando Solicitação,?,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,{8630-5/03}
14993309000134.0,5255.0,Sao Jose,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Não Licenciados,{4712-1/00}
33640132000137.0,5256.0,Sao Geraldo,Aguardando Solicitação,?,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{8630-5/03}
33640845000109.0,5257.0,Centro,Aguardando Solicitação,?,Alto Risco,8630506.0,205.0,863050600.0,Serviços de vacinação e imunização humana,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8630-5/06,8650-0/05,8640-2/99,8650-0/01,8599-6/04,8640-2/02,8630-5/02,8640-2/05,8650-0/99.99,8650-0/04,8630-5/04}"
33641264000183.0,15641.0,Colônia Terra Nova,Em análise,?,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Norte,Canaã,Baixo,Em processo,"{4772-5/00,4771-7/01}"
33641086000190.0,5260.0,Cachoeirinha,Aguardando Solicitação,?,Alto Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{5611-2/01.03,4723-7/00,4712-1/00,5611-2/03,5620-1/01,4721-1/03,5620-1/02,4721-1/02}"
3529556000249.0,5261.0,Gilberto Mestrinho,Aguardando Solicitação,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Não Licenciados,{4729-6/99}
9656530000248.0,5262.0,Sao Geraldo,Aguardando Solicitação,?,Baixo Risco,8800600.0,253.0,880060000.0,Serviços de assistência social sem alojamento,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{8800-6/00}
27956299000109.0,5263.0,Centro,Aguardando Solicitação,?,Alto Risco,5620101.0,168.0,562010100.0,Fornecimento de alimentos preparados preponderantemente para empresas,Alto Risco,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,{5620-1/01}
27172191000630.0,12324.0,Distrito Industrial,Em análise,?,Alto Risco,5620101.0,168.0,562010100.0,Fornecimento de alimentos preparados preponderantemente para empresas,Alto Risco,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Em processo,{5620-1/01}
33640796000104.0,5265.0,Monte Das Oliveira,Aguardando Solicitação,?,Baixo Risco,4729602.0,135.0,472960200.0,Comércio varejista de mercadorias em lojas de conveniência,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{4729-6/02,5611-2/03}"
63671366000102.0,5267.0,Japim,Emitido,2020-11-12 00:00:00,Baixo Risco,8513900.0,191.0,851390000.0,Ensino fundamental,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Sul,Canaã,Baixo,Licenciados,"{8513-9/00,8512-1/00}"
33636443000122.0,5268.0,Tarumã,Aguardando Solicitação,?,Alto Risco,3250705.0,78.0,325070500.0,Fabricação de materiais para medicina e odontologia,Alto Risco,PRODUTOS,PPS,Oeste,Canaã,Baixo,Não Licenciados,"{3250-7/05,5211-7/99,4645-1/01,5211-7/01}"
33636676000125.0,5269.0,Centro,Aguardando Solicitação,?,Alto Risco,8640202.0,209.0,864020200.0,Laboratórios clínicos,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8640-2/02,9602-5/02.01,8630-5/04}"
33636778000140.0,5270.0,Redenção,Aguardando Solicitação,?,Baixo Risco,4721102.0,128.0,472110200.0,Padaria e confeitaria com predominância de revenda,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Oeste,Canaã,Baixo,Não Licenciados,{4721-1/02}
27295704000195.0,14383.0,Centro,Aguardando Solicitação,2021-01-25 21:40:09.561023,Alto Risco,4771701.0,137.0,477170100.0,"Comércio varejista de produtos farmacêuticos, sem
manipulação de fórmulas",Alto Risco,PRODUTOS,MEDICAMENTOS,Sul,Canaã,Baixo,Não Licenciados,{4771-7/01}
27717451000281.0,5273.0,Educando,Aguardando Solicitação,?,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{5611-2/03,4721-1/02}"
29762603000102.0,10897.0,Gloria,Emitido Automaticamente,2020-08-26 00:00:00,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Licenciados,{5611-2/03}
33503934000103.0,5276.0,Flores,Emitido Sob Inspeção,2020-04-06 00:00:00,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,{5611-2/03}
2332996000168.0,5278.0,Centro,Em Exigência,?,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Em processo,{8630-5/04}
2473077000104.0,11384.0,Novo Aleixo,Emitido Sob Inspeção,2021-04-23 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4712-1/00,4721-1/02}"
34572172000151.0,10616.0,Chapada,Emitido,2020-11-19 00:00:00,Alto Risco,8640207.0,214.0,864020700.0,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto
ressonância magnética",Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Canaã,Baixo,Licenciados,{8640-2/07}
15806607000130.0,5281.0,N. S. Das Gracas,Aguardando Solicitação,?,Alto Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,"{8630-5/03,8630-5/02}"
4837127000110.0,7208.0,Centro,Emitido Automaticamente,2020-09-24 00:00:00,Baixo Risco,4774100.0,142.0,477410000.0,Comércio varejista de artigos de óptica,Baixo Risco B,PRODUTOS,PPS,Sul,Canaã,Baixo,Licenciados,"{4774-1/00,4789-0/01}"
4770620000160.0,13572.0,Parque Dez de Novembro,Emitido Sob Inspeção,2020-11-16 00:00:00,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Licenciados,"{8630-5/03,8650-0/03.02,8650-0/03.01}"
5629425000188.0,5284.0,Santa Etelvina,Aguardando Solicitação,?,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{4721-1/04,4789-0/04,4712-1/00,4789-0/05,9609-2/08,4692-3/00,7500-1/00.01,4623-1/09,4771-7/04}"
7228418000108.0,5285.0,Praça 14 de Janeiro,Aguardando Solicitação,?,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4723-7/00,4729-6/02,4712-1/00,5611-2/03,1813-0/01,5611-2/02.02,1813-0/99,4751-2/01}"
84112481000117.0,5286.0,N. S. Das Gracas,Aguardando Solicitação,?,Baixo Risco,8690999.0,240.0,869099999.0,"Outras atividades de atenção
à saúde humana não especificadas anteriormente",Risco Condicionado,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,{8690-9/99.99}
7713338000130.0,11235.0,Nova Cidade,Emitido,2020-07-10 00:00:00,Alto Risco,8122200.0,184.0,812220000.0,Imunização e controle de pragas urbanas,Alto Risco,SERVIÇOS,INTERESSE Á SAÚDE,Norte,Canaã,Baixo,Licenciados,{8122-2/00}
8791474000100.0,5288.0,Petrópolis,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4712-1/00,4721-1/02}"
9104026000154.0,5289.0,D. Pedro,Aguardando Solicitação,?,Baixo Risco,9602501.0,258.0,960250100.0,"Cabeleireiros, manicure e pedicure",Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Centro-Oeste,Canaã,Baixo,Não Licenciados,{9602-5/01}
7552901000720.0,5290.0,Zumbi dos Palmares,Emitido Sob Inspeção,2021-08-01 00:00:00,Baixo Risco,4631100.0,90.0,463110000.0,Comércio atacadista de leite e laticínios,Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Licenciados,"{4631-1/00,4930-2/01.99,4632-0/03,4729-6/99,4634-6/01,4930-2/02,4634-6/02,4724-5/00,4634-6/03,4634-6/99,4721-1/03,4639-7/01,4633-8/01,4722-9/01,4632-0/01}"
13080390000107.0,5292.0,Tarumã,Aguardando Solicitação,?,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4729-6/99,4712-1/00,4724-5/00}"
13048172000187.0,5293.0,Chapada,Emitido Automaticamente,2020-03-20 00:00:00,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Canaã,Baixo,Licenciados,{8630-5/03}
7552901001026.0,5294.0,Cidade de Deus,Emitido,2021-04-13 00:00:00,Baixo Risco,4631100.0,90.0,463110000.0,Comércio atacadista de leite e laticínios,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4631-1/00,4930-2/01.99,4632-0/03,4729-6/99,4634-6/01,4930-2/02,4724-5/00,4634-6/03,4634-6/99,4721-1/03,4639-7/01,4633-8/01,4722-9/01,4632-0/01}"
15048603000130.0,5295.0,Cidade Nova,Aguardando Solicitação,?,Baixo Risco,8650004.0,228.0,865000400.0,Atividades de fisioterapia,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Norte,Canaã,Baixo,Não Licenciados,{8650-0/04}
7552901001107.0,5296.0,Cachoeirinha,Emitido Sob Inspeção,2021-08-01 00:00:00,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{4729-6/99,4691-5/00,4711-3/02}"
17282533000106.0,5297.0,Vila da Prata,Emitido Sob Inspeção,2020-07-22 00:00:00,Baixo Risco,8513900.0,191.0,851390000.0,Ensino fundamental,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Oeste,Canaã,Baixo,Licenciados,"{8513-9/00,8512-1/00}"
1049783000594.0,11934.0,Adrianópolis,Emitido,2020-12-17 00:00:00,Alto Risco,7120100.0,175.0,712010002.0,Testes e análises técnicas - Sujeita vigilância sanitária,Alto Risco,SERVIÇOS,INTERESSE Á SAÚDE,Centro-Sul,Canaã,Baixo,Licenciados,"{7120-1/00.01,6550-2/00.01,8640-2/02,7120-1/00.03,6550-2/00.02}"
18718309000187.0,11151.0,Planalto,Emitido Sob Inspeção,2020-07-23 00:00:00,Baixo Risco,4724500.0,134.0,472450000.0,Comércio varejista de hortifrutigranjeiros,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Oeste,Canaã,Baixo,Licenciados,"{4724-5/00,4721-1/03,4617-6/00}"
19436274000156.0,5300.0,Cidade Nova,Aguardando Solicitação,?,Baixo Risco,4635401.0,100.0,463540100.0,Comércio atacadista de água mineral,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{4635-4/01,4729-6/99,4712-1/00,4755-5/02,4721-1/02}"
22122226000106.0,5302.0,Alvorada,Em Exigência,?,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,Canaã,Baixo,Em processo,"{4772-5/00,4771-7/01}"
11345912000979.0,11347.0,Nova Esperanca,Emitido Sob Inspeção,2020-07-30 00:00:00,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Licenciados,"{5611-2/01.03,4729-6/02,5611-2/03,5611-2/04,5611-2/01.02,5612-1/00,4617-6/00}"
21600690000190.0,5305.0,Santo Agostinho,Aguardando Solicitação,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4712-1/00,4757-1/00,4763-6/01,4785-7/99}"
22871915000105.0,5306.0,Flores,Aguardando Solicitação,?,Alto Risco,3250706.0,79.0,325070600.0,Serviços de prótese dentária,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,"{3250-7/06,8630-5/04}"
23303182000175.0,5307.0,Santa Etelvina,Aguardando Solicitação,?,Baixo Risco,9602501.0,258.0,960250100.0,"Cabeleireiros, manicure e pedicure",Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Norte,Canaã,Baixo,Não Licenciados,{9602-5/01}
24701275000110.0,5308.0,Coroado,Aguardando Solicitação,?,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Leste,Canaã,Baixo,Não Licenciados,"{4772-5/00,9602-5/01}"
5427489000287.0,5309.0,Centro,Emitido Sob Inspeção,2021-06-01 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,{4712-1/00}
24890454000143.0,12494.0,Novo Aleixo,Aguardando Solicitação,?,Alto Risco,4637199.0,111.0,463719900.0,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{4637-1/99,5620-1/01,4619-2/00,4639-7/01}"
26883284000103.0,5311.0,Praça 14 de Janeiro,Emitido Automaticamente,2020-10-14 00:00:00,Baixo Risco,4729699.0,136.0,472969900.0,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não
especificados anteriormente",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{4729-6/99,4712-1/00,1091-1/02}"
15769163003550.0,12982.0,Parque Dez de Novembro,Emitido,2020-01-12 00:00:00,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4772-5/00,4771-7/03,4773-3/00,4771-7/01}"
29014056000187.0,5314.0,Aleixo,Aguardando Solicitação,?,Alto Risco,4645103.0,118.0,464510300.0,Comércio atacadista de produtos odontológicos,Alto Risco,PRODUTOS,PPS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4645-1/03,8630-5/04}"
29516389000104.0,5315.0,Cachoeirinha,Emitido,2020-02-03 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{4723-7/00,4712-1/00,4784-9/00.05}"
28624205000167.0,5317.0,Novo Aleixo,Aguardando Solicitação,?,Alto Risco,9609206.0,268.0,960920600.0,Serviços de tatuagem e colocação de piercing,Alto Risco,SERVIÇOS,INTERESSE Á SAÚDE,Norte,Canaã,Baixo,Não Licenciados,{9609-2/06}
30218823000159.0,5319.0,Nova Cidade,Emitido,2020-04-11 00:00:00,Alto Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4723-7/00,4772-5/00,4729-6/99,4789-0/99.99,4755-5/02,4773-3/00,4721-1/03,4771-7/01}"
3090004000368.0,12420.0,Petrópolis,Emitido,2020-06-10 00:00:00,Alto Risco,5620101.0,168.0,562010100.0,Fornecimento de alimentos preparados preponderantemente para empresas,Alto Risco,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,{5620-1/01}
4240370002281.0,14384.0,Aleixo,Emitido,2021-12-02 00:00:00,Alto Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{5611-2/01.01,4723-7/00,4729-6/99,5611-2/03,4724-5/00,5620-1/01,4722-9/02,4722-9/01,4721-1/02}"
31711797000169.0,5323.0,Cachoeirinha,Emitido Automaticamente,2020-08-05 00:00:00,Baixo Risco,5620104.0,171.0,562010400.0,"Fornecimento de alimentos preparados
preponderantemente para consumo domiciliar",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,{5620-1/04}
