CNPJ;ProtocoloId2;Bairro;Documento;Situação;Atividades;Data da Emissão;Grau de Risco;Principal Atividade
35411421000190;14386;Parque Dez de Novembro;Licença Sanitária;Emitido;{7729-2/03,7739-0/02.01,4664-8/00.01,4773-3/00,4645-1/01};19/01/2021;Alto Risco;7729203
718528007537;13093;Cidade Nova;Licença Sanitária;Emitido;{8640-2/02};10/02/2021;Alto Risco;8640202
28544599000143;8212;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{5611-2/01.03,4729-6/99,5611-2/03};;Baixo Risco;5611201
63731152000184;8214;Tancredo Neves;Licença Sanitária;Indeferido;{4618-4/02};;Baixo Risco;4618402
13939201000109;14461;Tancredo Neves;Licença Sanitária;Emitido Sob Inspeção;{4712-1/00,5611-2/03,4721-1/03,5620-1/03,4721-1/02};14/01/2021;Baixo Risco;4712100
10340963000198;15613;Sao  Francisco;Licença Sanitária;Em análise;{7319-0/02,4664-8/00.01,4664-8/00.02,4645-1/01,4614-1/00};;Alto Risco;7319002
11897904000188;8218;Centro;Licença Sanitária;Aguardando Solicitação;{6209-1/00,4742-3/00,9511-8/00.01,7410-2/03.01,7410-2/99,6201-5/02,7319-0/99.99,4789-0/99.99,4761-0/03,4744-0/99,4744-0/03,7311-4/00.01,9511-8/00.02,4744-0/01,4744-0/05,7311-4/00.02,4329-1/01.02,4751-2/01,4329-1/01.01,7410-2/02,8299-7/99.99};;Baixo Risco;6209100
33026431000186;8219;Japim;Licença Sanitária;Emitido;{5611-2/04,5612-1/00};29/07/2020;Baixo Risco;5611204
28331265000272;8220;Alvorada;Licença Sanitária;Emitido;{4771-7/01};25/09/2020;Alto Risco;4771701
35515367000122;8221;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4789-0/01,4772-5/00,4789-0/99.99,8599-6/99,9602-5/02.01};;;4781400
33014191000108;8222;São Lázaro;Licença Sanitária;Em análise;{4721-1/04,4723-7/00,4772-5/00,4729-6/99,4771-7/03,4771-7/01};;Alto Risco;4721104
23146108000273;8223;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
33722973000193;8224;N. S. Das Gracas;Licença Sanitária;Emitido;{4618-4/99,5611-2/01.01,4729-6/99,5611-2/03};10/02/2020;Baixo Risco;4618499
11844673000306;16221;Distrito Industrial;Licença Sanitária;Em análise;{5620-1/01};;Alto Risco;5620101
35519019000123;8226;Parque Dez de Novembro;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03,5611-2/03,5611-2/04,5612-1/00};13/07/2020;Baixo Risco;5611201
34365472000160;8228;Parque Dez de Novembro;Licença Sanitária;Emitido;{5611-2/01.02};01/04/2020;Baixo Risco;5611201
17244731000185;8229;Aleixo;Licença Sanitária;Aguardando Solicitação;{4721-1/02};;Baixo Risco;4721102
49930514331247;16084;Mauazinho;Licença Sanitária;Em análise;{5620-1/01};;Alto Risco;5620101
11555102000190;8231;Cachoeirinha;Licença Sanitária;Emitido;{4723-7/00,4772-5/00,4712-1/00};13/01/2020;Baixo Risco;4723700
24341429000100;15584;Japim;Licença Sanitária;Em análise;{4772-5/00,4771-7/03,4773-3/00,4771-7/01};;Alto Risco;4772500
34549269000143;8234;Parque Dez de Novembro;Licença Sanitária;Em Exigência;{5611-2/01.01,5611-2/05.01,5611-2/01.03,4729-6/02,5620-1/04,5611-2/03,5620-1/01,5611-2/04,5611-2/01.02,5611-2/05.02};;Alto Risco;5611201
49930514316442;8235;Distrito Industrial;Licença Sanitária;Emitido;{5620-1/01};16/07/2020;Alto Risco;5620101
34264310000216;8236;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{4783-1/02,4781-4/00,4774-1/00,4789-0/01,4616-8/00};;Baixo Risco;4783102
14107159000114;14358;Parque Dez de Novembro;Licença Sanitária;Emitido;{9603-3/05,9603-3/99};12/05/2021;Alto Risco;9603305
6298508000102;8238;Educando;Licença Sanitária;Aguardando Solicitação;{5250-8/05,4930-2/01.99,7739-0/99,4930-2/02.04,5211-7/01.01,5250-8/04};;Alto Risco;5250805
35533605000122;8239;Alvorada;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4772-5/00,4782-2/01,4754-7/02,4757-1/00,4771-7/03,4755-5/03,4753-9/00,4789-0/99.03,4782-2/02};;Alto Risco;4781400
3304727000150;8240;Alvorada;Licença Sanitária;Aguardando Solicitação;{3299-0/06.01,4649-4/08};;Alto Risco;3299006
13975771000146;13915;Alvorada;Licença Sanitária;Emitido Sob Inspeção;{4729-6/99,4712-1/00,4789-0/99.99};02/12/2020;Baixo Risco;4729699
11141459000121;15642;Aparecida;Licença Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
5470056000123;8245;Japim;Licença Sanitária;Aguardando Solicitação;{4772-5/00,4712-1/00,4724-5/00,4759-8/99,4722-9/01,4721-1/02};;Baixo Risco;4772500
22760648000107;8246;Parque Dez de Novembro;Licença Sanitária;Emitido;{9609-2/07,9609-2/08,7500-1/00.01};18/01/2020;;9609207
67945071024070;13488;Tarumã;Licença Sanitária;Emitido;{5620-1/01};27/11/2020;Alto Risco;5620101
6637002000253;11460;Lago Azul;Licença Sanitária;Emitido Automaticamente;{4530-7/03,4723-7/00,5611-2/03,4755-5/03,4724-5/00,4755-5/02,4753-9/00,4721-1/03,4744-0/99,4784-9/00.05,4721-1/02,4711-3/02};22/01/2021;Baixo Risco;4530703
14876710000194;8250;N. S. Das Gracas;Licença Sanitária;Emitido;{8230-0/01.01,8230-0/02,5620-1/02};02/12/2019;Baixo Risco;8230001
15105454000102;14557;Adrianópolis;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03,4723-7/00};20/01/2021;Baixo Risco;5611201
26704964000104;8252;Centro;Licença Sanitária;Emitido Sob Inspeção;{4774-1/00};20/07/2020;Baixo Risco;4774100
7868439000260;14006;Colônia Antônio Aleixo;Licença Sanitária;Emitido;{5620-1/04,5620-1/01,5620-1/02,5620-1/03};23/12/2020;Alto Risco;5620104
27326463000102;8255;Jorge Teixeira;Licença Sanitária;Emitido;{8513-9/00,8512-1/00,8511-2/00};23/01/2020;Alto Risco;8513900
11752281000155;13704;Alvorada;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4712-1/00,4721-1/03};23/11/2020;Baixo Risco;4723700
26359664000135;8257;Sao Raimundo;Licença Sanitária;Aguardando Solicitação;{9602-5/01};;Baixo Risco;9602501
20085322000430;8258;Lírio do Vale;Licença Sanitária;Emitido Sob Inspeção;{4712-1/00};01/04/2020;Baixo Risco;4712100
30546254000413;8261;Centro;Licença Sanitária;Em análise;{3250-7/06,8630-5/04};;Alto Risco;3250706
22308582000100;8262;Cidade de Deus;Licença Sanitária;Emitido;{4724-5/00,4721-1/03};01/04/2020;Baixo Risco;4724500
4050502000188;8263;Novo Aleixo;Licença Sanitária;Emitido Sob Inspeção;{8513-9/00,8512-1/00};22/07/2020;Baixo Risco;8513900
35570815000190;8264;Armando Mendes;Licença Sanitária;Emitido Sob Inspeção;{4712-1/00,1091-1/02,4721-1/02};24/07/2020;Baixo Risco;4712100
35573178000106;8265;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{6821-8/01,8630-5/03,6499-9/99.99,8211-3/00,6821-8/02,8291-1/00,7020-4/00.01,7020-4/00.03,8650-0/99.99,8299-7/99.99,6622-3/00};;;6821801
27546433000101;15793;N. S. Das Gracas;Licença Sanitária;Emitido;{8533-3/00.01,8630-5/04,8630-5/03,8541-4/00,8599-6/99,9602-5/02.01,8650-0/99.99};12/05/2021;Alto Risco;8533300
7407294000110;14114;Adrianópolis;Licença Sanitária;Em análise;{8630-5/03,8640-2/08,8630-5/02};;Alto Risco;8630503
8416063000135;8269;Alvorada;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4789-0/01,4782-2/01,4712-1/00,4724-5/00,4721-1/03,4722-9/01};;Baixo Risco;4781400
12193949000134;8270;Tarumã;Licença Sanitária;Aguardando Solicitação;{4721-1/04,4723-7/00,4729-6/02,5611-2/03,4721-1/03,4729-6/01};;Baixo Risco;4721104
35575473000100;8271;Ponta Negra;Licença Sanitária;Aguardando Solicitação;{8599-6/99};;Baixo Risco;8599699
19386992000408;8273;Betania;Licença Sanitária;Emitido Sob Inspeção;{4774-1/00,4789-0/01};14/01/2021;Baixo Risco;4774100
35576145000110;16014;N. S. Das Gracas;Licença Sanitária;Emitido Sob Inspeção;{5611-2/05.01,5611-2/01.01};14/05/2021;Baixo Risco;5611205
21347154000205;8275;Parque Dez de Novembro;Licença Sanitária;Emitido Sob Inspeção;{4618-4/99,4619-2/00,4617-6/00};19/05/2020;Baixo Risco;4618499
10579831000113;8276;Centro;Licença Sanitária;Aguardando Solicitação;{4781-4/00,4723-7/00,4772-5/00,4712-1/00,4789-0/99.99,4755-5/02,4761-0/03,4751-2/01};;Baixo Risco;4781400
28213176000140;9692;Cidade Nova;Licença Sanitária;Emitido;{4781-4/00,4772-5/00,4644-3/02.01,4789-0/04,4763-6/04,4789-0/05,4692-3/00,4645-1/01,4623-1/09,4771-7/04,4639-7/01};03/09/2020;Alto Risco;4781400
33122466000704;13283;Tarumã;Licença Sanitária;Emitido;{2052-5/00,2062-2/00,2061-4/00,2063-1/00};24/03/2021;Alto Risco;2052500
33388180000180;13184;N. S. Das Gracas;Licença Sanitária;Emitido Sob Inspeção;{4729-6/99,5611-2/03};07/12/2020;Baixo Risco;4729699
35579665000186;8280;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{4789-0/99.99,4763-6/01,4755-5/03,4755-5/02,4759-8/99,4784-9/00.05};;Baixo Risco;4789099
26875291000155;13608;Petrópolis;Licença Sanitária;Emitido Sob Inspeção;{9602-5/01};17/11/2020;Baixo Risco;9602501
23028855000126;8282;Presidente Vargas;Licença Sanitária;Aguardando Solicitação;{4789-0/99.99,7500-1/00.01};;;4789099
22073623000470;8283;Centro;Licença Sanitária;Aguardando Solicitação;{4783-1/02,4783-1/01,4781-4/00,4789-0/07,4789-0/01,4782-2/01,4763-6/01,4755-5/03,4753-9/00,4789-0/99.03,4763-6/02,4754-7/03,4761-0/03,4782-2/02,4759-8/99,4713-0/02,4789-0/99.12,4751-2/01};;Baixo Risco;4783102
24922300000196;8284;Cidade de Deus;Licença Sanitária;Aguardando Solicitação;{4712-1/00};;Baixo Risco;4712100
35589322000100;8285;N. S. Das Gracas;Licença Sanitária;Emitido Sob Inspeção;{4721-1/04,4723-7/00,4729-6/02,4729-6/99,4712-1/00,5620-1/04,5611-2/03,4721-1/03,5620-1/02,4721-1/02};22/05/2020;Baixo Risco;4721104
35589722000108;12961;Cidade Nova;Licença Sanitária;Emitido;{4772-5/00,4773-3/00,4713-0/02,4771-7/01};02/02/2021;Alto Risco;4772500
10787004000972;8287;Colônia Oliveira Machado;Licença Sanitária;Emitido;{5620-1/01};16/10/2020;Alto Risco;5620101
2905110041312;13710;Japim;Licença Sanitária;Em análise;{5620-1/01};;Alto Risco;5620101
35600874000164;8289;Alvorada;Licença Sanitária;Aguardando Solicitação;{4783-1/02,4781-4/00,4752-1/00,4772-5/00,4782-2/01,4789-0/99.99,4782-2/02,4789-0/02,4759-8/99,4713-0/02};;Baixo Risco;4783102
35600959000142;8290;Flores;Licença Sanitária;Emitido Sob Inspeção;{5611-2/03};10/09/2020;Baixo Risco;5611203
4366686000190;8291;N. S. Das Gracas;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4729-6/02,4712-1/00};23/04/2020;Baixo Risco;4723700
30949435000148;8293;N. S. Das Gracas;Licença Sanitária;Emitido;{5611-2/01.01,4721-1/04,5620-1/04,5611-2/03,5611-2/04};02/01/2020;Baixo Risco;5611201
35603229000103;8294;Flores;Licença Sanitária;Emitido;{5611-2/01.01,5611-2/01.02};10/02/2020;Baixo Risco;5611201
35577215000154;8295;Chapada;Licença Sanitária;Aguardando Solicitação;{4635-4/99,4723-7/00,4637-1/99,4729-6/99,4712-1/00,4635-4/02,4639-7/01,4617-6/00};;Baixo Risco;4635499
10835051000278;8296;Parque Dez de Novembro;Licença Sanitária;Emitido;{4729-6/99,5611-2/03};03/03/2020;Baixo Risco;4729699
10835051000197;8297;Parque Dez de Novembro;Licença Sanitária;Emitido;{4729-6/99,5620-1/04,5611-2/03,4721-1/03,5611-2/04,5611-2/01.02,5620-1/03};10/02/2020;Baixo Risco;4729699
18293144000149;8298;Cidade de Deus;Licença Sanitária;Emitido Sob Inspeção;{4729-6/99,4712-1/00};01/09/2020;Baixo Risco;4729699
14787870000167;15894;Educando;Licença Sanitária;Aguardando Solicitação;{4772-5/00,4712-1/00,4771-7/03,4781-4/00,4721-1/04,4755-5/02,4773-3/00,4761-0/03,4771-7/01};;Alto Risco;4772500
4628356000125;8300;Cachoeirinha;Licença Sanitária;Emitido Sob Inspeção;{4724-5/00,4721-1/03,4722-9/02};07/02/2020;Baixo Risco;4724500
35606868000114;8302;Novo Israel;Licença Sanitária;Aguardando Solicitação;{4723-7/00};;Baixo Risco;4723700
49930514317090;14493;Distrito Industrial;Licença Sanitária;Em Exigência;{5620-1/01};;Alto Risco;5620101
9525012000104;14877;Chapada;Licença Sanitária;Emitido;{8630-5/04};27/04/2021;Alto Risco;8630504
34389291000173;13604;Parque Dez de Novembro;Licença Sanitária;Emitido;{4644-3/01.01,4618-4/01,4618-4/02,4645-1/01};22/12/2020;Alto Risco;4644301
28260002000139;8306;Monte Das Oliveira;Licença Sanitária;Aguardando Solicitação;{5611-2/03,5612-1/00};;Baixo Risco;5611203
35611170000197;8307;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{5611-2/03};;Baixo Risco;5611203
23386340000106;8308;N. S. Das Gracas;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03,4723-7/00,5611-2/04};17/02/2020;Baixo Risco;5611201
17063605000124;8309;Parque Dez de Novembro;Licença Sanitária;Emitido;{5611-2/03,5612-1/00};02/01/2020;Baixo Risco;5611203
26131481000168;8310;Cidade Nova;Licença Sanitária;Emitido Sob Inspeção;{4774-1/00,4752-1/00,4757-1/00,4753-9/00};28/04/2020;Baixo Risco;4774100
14705787000100;8311;D. Pedro;Licença Sanitária;Emitido;{4635-4/01,4635-4/99,4721-1/04,4723-7/00,4637-1/99,4729-6/99,4637-1/07,5611-2/03,4635-4/02,4619-2/00,1091-1/02,5620-1/02,7740-3/00.02,4721-1/02,4637-1/04,7729-2/02};26/02/2020;Baixo Risco;4635401
34846301000152;8312;Sao Jorge;Licença Sanitária;Aguardando Solicitação;{4712-1/00,5620-1/04,5620-1/01,4721-1/02};;Alto Risco;4712100
7602799000135;13546;Colônia Santo Antônio;Licença Sanitária;Em análise;{8630-5/03,8640-2/99,8640-2/08,8630-5/02,8650-0/99.99};;Alto Risco;8630503
35619460000187;8314;Sao Jose;Licença Sanitária;Emitido;{8211-3/00,8630-5/04};29/12/2020;Alto Risco;8211300
35619478000189;8315;Chapada;Licença Sanitária;Emitido;{8211-3/00,8630-5/04};23/07/2020;Alto Risco;8211300
33889169000101;8316;Cachoeirinha;Licença Sanitária;Emitido;{8630-5/04,6622-3/00};29/12/2020;Alto Risco;8630504
12433420002607;8317;N. S. Das Gracas;Licença Sanitária;Emitido;{8640-2/02};22/06/2020;Alto Risco;8640202
33009911007222;8318;Morro Da Liberdade;Licença Sanitária;Emitido;{4689-3/99,4635-4/99,4636-2/02,4637-1/99,4649-4/02,4637-1/07,4635-4/02,4646-0/02,4646-0/01,4649-4/01};07/12/2020;Alto Risco;4689399
3442420000116;13767;Cachoeirinha;Licença Sanitária;Emitido;{4644-3/01.01,4664-8/00.01,4645-1/03,4645-1/01,4649-4/08};02/03/2021;Alto Risco;4644301
22939562000138;14685;Chapada;Licença Sanitária;Emitido Automaticamente;{8630-5/03};01/02/2021;Baixo Risco;8630503
4214086000106;14536;Centro;Licença Sanitária;Em análise;{4637-1/99,4729-6/99,4644-3/01.01,4789-0/99.99,4789-0/05,4664-8/00.01,4645-1/03,4773-3/00,4664-8/00.02,3319-8/00,4645-1/01};;Alto Risco;4637199
10234864000121;8323;Santo Agostinho;Licença Sanitária;Aguardando Solicitação;{4772-5/00,4763-6/01,4789-0/99.03,4763-6/02,4761-0/03};;Baixo Risco;4772500
1682147000414;8324;Distrito Industrial;Licença Sanitária;Indeferido;{4634-6/01,4634-6/02,4639-7/01,4722-9/01};;Baixo Risco;4634601
17596705000205;8325;Flores;Licença Sanitária;Emitido;{4729-6/99,4712-1/00,4721-1/02};17/12/2019;Baixo Risco;4729699
18009448000131;15441;D. Pedro;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4772-5/00,4712-1/00,4721-1/04,4729-6/99,4789-0/05,4724-5/00,4721-1/03,4722-9/01};29/03/2021;Baixo Risco;4723700
35623934000164;8327;Coroado;Licença Sanitária;Aguardando Solicitação;{5611-2/01.03,5611-2/03};;Baixo Risco;5611201
84521053004054;15519;Parque Dez de Novembro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Em análise;{4772-5/00,8630-5/06,4773-3/00,4713-0/02,4771-7/01};;Alto Risco;4772500
5492907000139;13962;Cidade de Deus;Licença Sanitária;Emitido;{1099-6/99.99};19/01/2021;Alto Risco;1099699
19652250000134;15225;Chapada;Licença Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
35632225000145;8333;Colônia Terra Nova;Licença Sanitária;Aguardando Solicitação;{4772-5/00,4729-6/99,4773-3/00,4771-7/01,4751-2/01};;Alto Risco;4772500
28275357000282;13088;Novo Aleixo;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03,4723-7/00,4729-6/99,4712-1/00,5611-2/03};21/10/2020;Baixo Risco;5611201
27880485000101;8335;Parque Dez de Novembro;Licença Sanitária;Emitido;{4781-4/00,4789-0/99.99};10/02/2020;Baixo Risco;4781400
31709925000130;12656;Parque Dez de Novembro;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Em análise;{8630-5/03,8800-6/00,8630-5/06,8720-4/99,8690-9/99.99,8650-0/05,8640-2/99,8640-2/07,8650-0/01,8640-2/08,8640-2/02,8630-5/02,8650-0/03.02,8650-0/02,8630-5/99,8650-0/03.01,8630-5/01,8640-2/09,8650-0/99.99,8650-0/04};;Alto Risco;8630503
35637309000171;8337;Parque Dez de Novembro;Licença Sanitária;Emitido Automaticamente;{5620-1/04};05/08/2020;Baixo Risco;5620104
22809826000139;14954;Centro;Licença Sanitária;Emitido Automaticamente;{5611-2/03,4729-6/99};22/02/2021;Baixo Risco;5611203
9010118000175;8339;Centro;Licença Sanitária;Emitido;{5590-6/03};07/04/2020;Baixo Risco;5590603
10910600000221;11796;Tancredo Neves;Licença Sanitária;Aguardando Solicitação;{8630-5/03,8640-2/07,8640-2/08,8640-2/02,8640-2/05};;Alto Risco;8630503
7330773000347;8342;Cachoeirinha;Licença Sanitária;Emitido Sob Inspeção;{4634-6/03};07/05/2020;Baixo Risco;4634603
18284173000225;13099;Parque Dez de Novembro;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.01,5611-2/01.03,5611-2/04,5611-2/01.02};04/12/2020;Baixo Risco;5611201
24650142000162;8344;Parque Dez de Novembro;Licença Sanitária;Emitido;{8599-6/04,8650-0/03.02,8599-6/99,8650-0/03.01};13/02/2020;Baixo Risco;8599604
32939502000179;8345;Centro;Licença Sanitária;Aguardando Solicitação;{4774-1/00,4789-0/01};;Baixo Risco;4774100
10532516000130;8347;Novo Aleixo;Licença Sanitária;Emitido;{5611-2/01.01,9329-8/01,8230-0/01.01,5611-2/04};10/02/2020;Baixo Risco;5611201
24753767000150;8348;Compensa;Licença Sanitária;Emitido Automaticamente;{8513-9/00,8512-1/00,8599-6/99};26/04/2020;Baixo Risco;8513900
28931989000257;8349;Sao Jorge;Licença Sanitária;Aguardando Solicitação;{4789-0/01,4789-0/99.99,4755-5/02,4744-0/02};;Baixo Risco;4789001
22728546000104;8350;Adrianópolis;Licença Sanitária;Aguardando Solicitação;{5620-1/04,5611-2/03,5620-1/01,5320-2/02,5611-2/01.02,5620-1/02};;Alto Risco;5620104
84467562000130;8351;Gilberto Mestrinho;Licença Sanitária;Em análise;{4781-4/00,4721-1/04,8599-6/03,8513-9/00,4761-0/01,4761-0/03,8512-1/00,8511-2/00};;Alto Risco;4781400
8387405000217;8352;Gilberto Mestrinho;Licença Sanitária;Em Exigência;{5620-1/04,5611-2/03,8230-0/01.01,5620-1/01,5620-1/02};;Alto Risco;5620104
3709414000182;12432;Flores;Licença Sanitária;Emitido;{5611-2/03,5620-1/01,5620-1/02};26/10/2020;Alto Risco;5611203
15820632000179;8354;Sao Jose;Licença Sanitária;Emitido;{4729-6/99,1053-8/00};10/05/2021;Alto Risco;4729699
1267413000108;8355;Centro;Licença Sanitária;Indeferido;{8630-5/03,8630-5/02};;Alto Risco;8630503
20757998000180;14761;Adrianópolis;Licença Sanitária;Emitido Sob Inspeção;{8650-0/02,8630-5/03};05/02/2021;Baixo Risco;8650002
4993160000563;8358;N. S. Das Gracas;Licença Sanitária;Emitido;0;27/03/2020;Baixo Risco;0
10625540000114;14850;N. S. Das Gracas;Licença Sanitária;Em análise;{8630-5/03,8630-5/02,8630-5/99};;Alto Risco;8630503
49930514316523;8360;Distrito Industrial;Licença Sanitária;Emitido;{5620-1/01};12/04/2021;Alto Risco;5620101
30411834000150;8361;Gilberto Mestrinho;Licença Sanitária;Aguardando Solicitação;{5611-2/04};;Baixo Risco;5611204
35655800000125;8362;Compensa;Licença Sanitária;Emitido;{4772-5/00,4771-7/03,4771-7/01};05/03/2021;Alto Risco;4772500
19165086000130;8363;Ponta Negra;Licença Sanitária;Emitido;{8630-5/04};10/09/2020;Alto Risco;8630504
10676472001607;12545;Tancredo Neves;Licença Sanitária;Emitido Sob Inspeção;{5611-2/03};23/09/2020;Baixo Risco;5611203
2497153000111;8365;N. S. Das Gracas;Licença Sanitária;Emitido Sob Inspeção;{5620-1/02,8550-3/02};11/03/2020;Baixo Risco;5620102
35658613000103;8366;Alvorada;Licença Sanitária;Aguardando Solicitação;{4712-1/00,4721-1/03,1091-1/02,4721-1/02};;Baixo Risco;4712100
30022168000169;8367;Petrópolis;Licença Sanitária;Emitido Sob Inspeção;{4729-6/99};26/01/2021;Baixo Risco;4729699
7603571000160;8368;Centro;Licença Sanitária;Emitido Automaticamente;{5611-2/01.02};02/04/2020;Baixo Risco;5611201
34570820000130;8369;Planalto;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8660-7/00.02,8690-9/99.99,8640-2/10,8640-2/99,7220-7/00,8610-1/02,8599-6/04,8640-2/02,8630-5/02,8621-6/02,8640-2/01,8630-5/01,8660-7/00.01,8640-2/11,8630-5/04};;Alto Risco;8660700
15769163000100;12179;Educando;Licença Sanitária;Indeferido;{4771-7/01};;Alto Risco;4771701
14762885000170;8371;Chapada;Licença Sanitária;Emitido;{5620-1/04,5620-1/01,5611-2/04,5611-2/01.02,5620-1/02};28/04/2021;Alto Risco;5620104
35664779000124;8372;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{7739-0/99,4789-0/05,4744-0/99,4744-0/05};;Baixo Risco;7739099
13293228000169;14774;Parque Dez de Novembro;Licença Sanitária;Emitido Automaticamente;{4789-0/04,9609-2/08,4771-7/04,7500-1/00.04};09/02/2021;;4789004
35666252000139;8374;Santa Etelvina;Licença Sanitária;Aguardando Solicitação;{4729-6/02,4729-6/99,4712-1/00,4789-0/99.99,4784-9/00.05,4713-0/02};;Baixo Risco;4729602
3709414003793;12979;Mauazinho;Licença Sanitária;Emitido;{5620-1/01};10/11/2020;Alto Risco;5620101
6187299000111;8376;Sao Jose;Licença Sanitária;Emitido;{8630-5/04};17/02/2020;Alto Risco;8630504
33649539000125;8377;Cidade de Deus;Licença Sanitária;Emitido Automaticamente;{4772-5/00,4782-2/01,4712-1/00,4721-1/03,4759-8/99};21/10/2020;Baixo Risco;4772500
8940467000123;14397;Alvorada;Licença Sanitária;Em análise;{8630-5/04};;Alto Risco;8630504
35636710000197;8379;Sao Jose;Licença Sanitária;Emitido Sob Inspeção;{4721-1/04,4723-7/00,4724-5/00};08/05/2020;Baixo Risco;4721104
35672141000135;8380;N. S. Das Gracas;Licença Sanitária;Aguardando Solicitação;{8630-5/03,8711-5/01.02,8630-5/01,8690-9/01,8650-0/04};;Alto Risco;8630503
9156008000116;13040;Adrianópolis;Licença Sanitária;Emitido;{4637-1/99,4644-3/01.01,4645-1/02,4645-1/03,4645-1/01,3312-1/03};03/11/2020;Alto Risco;4637199
35673673000197;8382;Flores;Licença Sanitária;Emitido;{8513-9/00,8541-4/00,8512-1/00,8520-1/00};07/04/2020;Baixo Risco;8513900
29302200000180;8383;Japim;Licença Sanitária;Aguardando Solicitação;{4637-1/99,4729-6/99,4724-5/00,4634-6/03,4721-1/03,4633-8/01};;Baixo Risco;4637199
15265918000130;8384;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{4721-1/04,4755-5/02,4761-0/03,8219-9/01};;Baixo Risco;4721104
35679001000199;15944;Compensa;Licença Sanitária;Em análise;{4772-5/00,4771-7/01};;Alto Risco;4772500
34970615000162;8387;Centro;Licença Sanitária;Emitido;{4723-7/00,4712-1/00};19/02/2020;Baixo Risco;4723700
26206437000170;8388;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;{8230-0/01.02,4772-5/00,9602-5/02.02,7319-0/02,9602-5/02.01};;;8230001
25340583000120;15048;Coroado;Licença Sanitária;Em análise;{5620-1/01,5611-2/01.03,5620-1/03};;Alto Risco;5620101
11059802000193;16156;Educando;Licença Sanitária;Emitido Automaticamente;{5611-2/01.01,5611-2/04};17/05/2021;Baixo Risco;5611201
49930514317171;14823;Distrito Industrial;Licença Sanitária;Em Exigência;{5620-1/01};;Alto Risco;5620101
49930514317686;8392;Distrito Industrial;Licença Sanitária;Emitido;{5620-1/01};30/06/2020;Alto Risco;5620101
28886577000161;8393;Alvorada;Licença Sanitária;Emitido;{4772-5/00,9602-5/01};17/02/2020;Baixo Risco;4772500
23031537000114;8394;Centro;Licença Sanitária;Aguardando Solicitação;{8640-2/01};;Alto Risco;8640201
12096451000153;14227;Flores;Licença Sanitária;Em análise;{4644-3/01.01,4664-8/00.01,4773-3/00,8121-4/00};;Alto Risco;4644301
7642778000577;14971;Chapada;Licença Sanitária;Em análise;{4772-5/00,4771-7/03,4729-6/99,4771-7/02};;Alto Risco;4772500
30896176000134;11926;Cidade Nova;Licença Sanitária;Emitido;{4772-5/00,4771-7/01};04/11/2020;Alto Risco;4772500
536772002609;14737;Sao Jorge;Licença Sanitária;Em análise;{8122-2/00};;Alto Risco;8122200
35689393000177;8400;Parque Dez de Novembro;Licença Sanitária;Aguardando Solicitação;{5611-2/04};;Baixo Risco;5611204
8147785000131;16078;Crespo;Licença Sanitária;Aguardando Solicitação;{2063-1/00};;Alto Risco;2063100
1191654000374;12915;Chapada;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{7739-0/02.01,4757-1/00,8640-2/08,4618-4/02,8650-0/06,4773-3/00,7739-0/02.02,8650-0/04,3312-1/03};;Alto Risco;7739002
27216307000180;8403;Centro;Licença Sanitária;Emitido Automaticamente;{8599-6/03,8599-6/05,8211-3/00,8599-6/04,8593-7/00.02,8599-6/99,8219-9/99,8593-7/00.01,8550-3/02};21/05/2021;Baixo Risco;8599603
35695488000101;8404;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
20845481000143;8405;Redenção;Licença Sanitária;Emitido Automaticamente;{4723-7/00,5611-2/01.02};19/02/2020;Baixo Risco;4723700
